Project,OOMP ID,Part,Value,Device,Package,Description,BOM,

PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-NF100-01,C1,C1,0.1uF,C-US025-025X050,C025-025X050,CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-NF100-01,C2,C2,0.1uF,C-US025-025X050,C025-025X050,CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-UF220-01,C3,C3,220uF,CPOL-USE2.5-5,E2,5-5,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,CAPX-UNMATCHED-X-UF220-01,C4,C4,220uF,CPOL-USE2.5-5,E2,5-5,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0014-STAN-01,DIOD-UNMATCHED-X-UNMATCHED-01,D1,D1,1N5817,SCHOTTKY-DIODEDO41-7,DO41-7,Schottky Diode,,
PROJ-ADAF-0014-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,LT1302,LT1302,DIL08,,,
PROJ-ADAF-0014-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,L1,L1,L,L,6000,,,
PROJ-ADAF-0014-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R1,R1,49.9K,R-US_0204/5,0204/5,RESISTOR, American symbol,,
PROJ-ADAF-0014-STAN-01,RESE-UNMATCHED-X-O753-01,R2,R2,75K,R-US_0204/5,0204/5,RESISTOR, American symbol,,
PROJ-ADAF-0014-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R3,R3,49.9K,R-US_0204/5,0204/5,RESISTOR, American symbol,,
PROJ-ADAF-0014-STAN-01,RESE-UNMATCHED-X-O753-01,R4,R4,75K,R-US_0204/5,0204/5,RESISTOR, American symbol,,
PROJ-ADAF-0014-STAN-01,RESE-UNMATCHED-X-O332-01,R5,R5,3.3k,R-US_0204/5,0204/5,RESISTOR, American symbol,,
PROJ-ADAF-0014-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,X1,X1,,PN87520,PN87520,BERG USB connector,,
PROJ-ADAF-0091-STAN-01,CAPX-UNMATCHED-X-UNMATCHED-01,C2,C2,100/6VuF,CPOL-USB/3528-21R,B/3528-21R,POLARIZED CAPACITOR, American symbol,,
PROJ-ADAF-0091-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,ATMEGA168P,ATMEGA168PROUND,DIL28/3,MICROCONTROLLER,,
PROJ-ADAF-0091-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC2,IC2,FT232R,FT232R,TSSOP28,,,
PROJ-ADAF-0091-STAN-01,UNMATCHED-1206-X-UNMATCHED-01,L1,L1,,PTC1206,1206,PTC (Resettable Fuse),,
PROJ-ADAF-0091-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,SJ1,SJ1,,SOLDERJUMPERREFLOW,SOLDERJUMPER_REFLOW,SMD Solder JUMPER,,
PROJ-ADAF-0091-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0091-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,FIDUCIAL,FIDUCIAL,FIDUCIAL_1MM,For use by pick and place machines to calibrate the vision/machine, 1mm,,
PROJ-ADAF-0091-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,USB,USB,,USBMINIB,USB-MINIB,USB Connectors,,
PROJ-ADAF-0091-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,X1,X1,,XTALNX5032,NX5032,Low cost SMT crystals, no capacitors included,,
PROJ-ADAF-0163-STAN-01,CAPC-0805-X-UNMATCHED-01,C1,C1,0.01uF,_0805 0.01uF,_0805,,,
PROJ-ADAF-0163-STAN-01,CAPC-0805-X-UNMATCHED-01,C2,C2,0.01uF,_0805 0.01uF,_0805,,,
PROJ-ADAF-0163-STAN-01,CAPC-0805-X-UNMATCHED-01,C3,C3,0.01uF,_0805 0.01uF,_0805,,,
PROJ-ADAF-0163-STAN-01,CAPC-0805-X-UNMATCHED-01,C4,C4,10µF,_0805 10µF,_0805,,,
PROJ-ADAF-0163-STAN-01,CAPC-0805-X-UNMATCHED-01,C5,C5,10µF,_0805 10µF,_0805,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,FID1,FID1,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,FID2,FID2,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,FID3,FID3,FIDUCIAL,FIDUCIAL_1MM FIDUCIAL,FIDUCIAL_1MM,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$2,U$2,MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$3,U$3,MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$17,U$17,MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED,,,
PROJ-ADAF-0163-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$18,U$18,MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED MOUNTINGHOLE2.5,MOUNTINGHOLE_2.5_PLATED,,,
PROJ-ADAF-0163-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,U1,U1,ADXL377,LFCSP16_LQ ADXL377,LFCSP16_LQ,,,
PROJ-ADAF-0163-STAN-01,UNMATCHED-SO235-X-UNMATCHED-01,U2,U2,RT9193,SOT23-5 RT9193,SOT23-5,,,
PROJ-ADAF-0196-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R1,R1,,R-US_0207/10,0207/10,RESISTOR, American symbol,,
PROJ-ADAF-0196-STAN-01,RESE-UNMATCHED-X-UNMATCHED-01,R2,R2,,R-US_0207/10,0207/10,RESISTOR, American symbol,,
PROJ-ADAF-0196-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,RESET,RESET,,10-XX,B3F-10XX,OMRON SWITCH,,
PROJ-ADAF-0196-STAN-01,SKIP-UNMATCHED-X-UNMATCHED-01,U$1,U$1,ARDUINO-BPLACE,ARDUINO-BPLACE,ARDUINO-BPLACE,Arduino Diecimila/Duemilanove,,
PROJ-ADAF-0254-STAN-01,CAPX-UNMATCHED-X-UF10-01,C1,C1,10uF/10V,A_3216-18R 10uF/10V,A_3216-18R,,,
PROJ-ADAF-0254-STAN-01,UNMATCHED-UNMATCHED-X-UNMATCHED-01,IC1,IC1,4050D,SO16 4050D,SO16,,,
